date,STATEFIP,COUNTYFIP,emp_incq1,Policy_DiD,covid_severity,FIPS,ym,median_household_income_usd,family_poverty_rate_pct,unemployment_rate_pct,economic_vulnerability_z,median_household_income_usd_z,family_poverty_rate_pct_z,unemployment_rate_pct_z
2021-01-01,6,6075,-0.213,0,21169.90322580645,06075,2021-01,141446.0,5.7,5.6,-1.819052192116976,3.0254300546155255,-0.7490717615536454,0.51750735239721
2021-01-01,6,6077,-0.292,0,21169.90322580645,06077,2021-01,88531.0,9.7,7.4,0.3453543589139215,0.46910201871041796,0.3463136826628671,1.8137655911182773
2021-01-01,6,6079,-0.2846,0,21169.90322580645,06079,2021-01,93398.0,6.3,5.1,-0.549705920705293,0.7042271921158826,-0.5847639449211686,0.15743561941913595
2021-01-01,6,6081,-0.2016,0,21169.90322580645,06081,2021-01,156000.0,3.8,4.5,-2.606193883432748,3.7285350009362843,-1.269379847556489,-0.2746504601545527
2021-01-01,6,6083,-0.2262,0,21169.90322580645,06083,2021-01,95977.0,7.6,6.1,-0.305087735460591,0.828818895878507,-0.22876367555080201,0.8775790853752842
2021-01-01,6,6085,-0.1814,0,21169.90322580645,06085,2021-01,159674.0,4.2,4.5,-2.6701998141581518,3.906026245458922,-1.1598413031348378,-0.2746504601545527
2021-01-01,6,6087,-0.1338,0,21169.90322580645,06087,2021-01,109266.0,5.8,5.6,-0.9304821665399782,1.4708115873486567,-0.7216871254482327,0.51750735239721
2021-01-01,6,6095,-0.3574,0,21169.90322580645,06095,2021-01,99994.0,7.1,5.9,-0.49973335346242265,1.0228804988309934,-0.3656868560778661,0.733550392184055
2021-01-01,6,6097,-0.2208,0,21169.90322580645,06097,2021-01,102840.0,4.8,5.2,-0.9245861883370851,1.1603709947241416,-0.9955334865023608,0.22944996601475115
2021-01-01,6,6099,-0.004442,0,21169.90322580645,06099,2021-01,79661.0,10.5,7.8,0.7392915477338995,0.04059158351286893,0.5653907715061698,2.101822977500736
2021-01-01,6,6107,-0.4434,0,21169.90322580645,06107,2021-01,69489.0,14.7,8.8,1.596314619006475,-0.4508185796020655,1.715545487933508,2.821966443456885
2021-01-01,6,6111,-0.2698,0,21169.90322580645,06111,2021-01,107327.0,6.3,5.5,-0.8516648197211649,1.3771383366329806,-0.5847639449211686,0.44549300580159545
2021-01-01,6,6113,-0.449,0,21169.90322580645,06113,2021-01,88818.0,7.3,5.3,-0.29416953610731805,0.4829670124986588,-0.31091758386704044,0.3014643126103657
2021-01-01,8,8001,-0.2232,0,948.1290322580644,08001,2021-01,91387.0,7.0,4.6,-0.5294354282528679,0.6070756154324247,-0.3930714921832788,-0.20263611355893815
2021-01-01,8,8005,-0.179,0,948.1290322580644,08005,2021-01,97215.0,5.7,4.7,-0.7873445599582929,0.8886267784911975,-0.7490717615536454,-0.13062176696332295
2021-01-01,8,8013,-0.3418,0,948.1290322580644,08013,2021-01,102772.0,4.3,4.6,-1.0863063054315758,1.1570859090879033,-1.132456667029425,-0.20263611355893815
2021-01-01,8,8031,-0.3332,0,948.1290322580644,08031,2021-01,91681.0,7.7,4.6,-0.47376453781317346,0.6212787798008665,-0.20137903944538904,-0.20263611355893815
2021-01-01,8,8035,-0.305,0,948.1290322580644,08035,2021-01,145737.0,2.1,3.6,-2.657535046271777,3.2327286202787366,-1.734918661348507,-0.922779579515086
2021-01-01,8,8041,-0.327,0,948.1290322580644,08041,2021-01,87470.0,5.5,5.5,-0.3817859553305355,0.417845020768524,-0.8038410337644711,0.44549300580159545
2021-01-01,8,8059,-0.1478,0,948.1290322580644,08059,2021-01,107800.0,3.7,3.9,-1.4160783808249189,1.399989005837991,-1.296764483661902,-0.7067365397282417
2021-01-01,8,8069,-0.2537999999999999,0,948.1290322580644,08069,2021-01,91364.0,4.6,4.5,-0.7669058536356451,0.60596448352605,-1.0503027587131866,-0.2746504601545527
2021-01-01,8,8097,-0.4894,0,948.1290322580644,08097,2021-01,100318.0,3.2,1.5,-1.7293993703249348,1.038532965686011,-1.433687664188966,-2.4350808580229972
2021-01-01,8,8123,-0.3068,0,948.1290322580644,08123,2021-01,93287.0,6.0,4.7,-0.6526910725839832,0.6988647729155525,-0.666917853237407,-0.13062176696332295
2021-01-01,9,9001,-0.307,0,1267.9032258064517,09001,2021-01,114462.0,6.6,6.0,-0.9209642968783283,1.7218307780235682,-0.5026100366049302,0.8055647387796696
2021-01-01,9,9003,-0.2306,0,1267.9032258064517,09003,2021-01,89982.0,7.1,5.4,-0.324503885620513,0.539199948977796,-0.3656868560778661,0.37347865920598095
2021-01-01,9,9005,-0.159,0,1267.9032258064517,09005,2021-01,95323.0,5.3,5.4,-0.6342866803129193,0.7972241016711566,-0.8586103059752968,0.37347865920598095
2021-01-01,9,9007,-0.2136,0,1267.9032258064517,09007,2021-01,97859.0,3.9,3.9,-1.1261923414210349,0.9197384718696893,-1.2419952114510762,-0.7067365397282417
2021-01-01,9,9009,-0.185,0,1267.9032258064517,09009,2021-01,83971.0,8.0,6.1,0.059435761114061354,0.24880804075091134,-0.11922513112915065,0.8775790853752842
2021-01-01,9,9011,-0.1200199999999999,0,1267.9032258064517,09011,2021-01,89428.0,6.9,4.9,-0.42596022035940473,0.5124361630590314,-0.42045612828869156,0.013406926227906823
2021-01-01,9,9013,-0.17932,0,1267.9032258064517,09013,2021-01,103443.0,4.3,5.2,-0.9865701422477692,1.1895019747043132,-1.132456667029425,0.22944996601475115
2021-01-01,9,9015,-0.11598,0,1267.9032258064517,09015,2021-01,77748.0,7.4,6.3,0.21426151819607334,-0.051825605047774954,-0.28353294776162746,1.0216077785665139
2021-01-01,10,10001,-0.3318,0,469.0,10001,2021-01,72872.0,8.6,5.5,0.299298517003858,-0.28738556919921227,0.04508268550332618,0.44549300580159545
2021-01-01,10,10003,-0.1958,0,469.0,10003,2021-01,89901.0,6.7,4.9,-0.4570888224114434,0.5352868322640416,-0.4752254004995172,0.013406926227906823
2021-01-01,10,10005,-0.10024,0,469.0,10005,2021-01,78162.0,7.7,5.1,-0.0058992381935001025,-0.03182523073303028,-0.20137903944538904,0.15743561941913595
2021-01-01,11,11001,-0.293,0,356.5483870967742,11001,2021-01,106287.0,10.7,6.5,-0.22601475030069879,1.3268958504316897,0.6201600437169953,1.1656364717577437
2021-01-01,12,12001,-0.11574,0,7773.774193548387,12001,2021-01,59659.0,8.8,4.3,0.4424585179667304,-0.9257066943700369,0.0998519577141521,-0.4186791533457825
2021-01-01,12,12005,0.0031599999999999,0,7773.774193548387,12005,2021-01,70188.0,8.3,3.6,-0.028553311830062145,-0.41704983166485166,-0.03707122281291199,-0.922779579515086
2021-01-01,12,12009,-0.06586,0,7773.774193548387,12009,2021-01,75817.0,6.8,4.8,-0.08275580133031422,-0.14511237510036426,-0.44784076439410453,-0.05860742036770838
2021-01-01,12,12011,-0.1792,0,7773.774193548387,12011,2021-01,74534.0,9.4,5.6,0.34636229571258625,-0.20709421144291842,0.2641597743466289,0.51750735239721
2021-01-01,12,12015,-0.12566,0,7773.774193548387,12015,2021-01,66154.0,6.6,5.6,0.3205617693026342,-0.6119327060263976,-0.5026100366049302,0.51750735239721
2021-01-01,12,12017,-0.13414,0,7773.774193548387,12017,2021-01,55355.0,11.1,6.8,1.2613811716121035,-1.1336332911107643,0.7296985881386466,1.381679511544588
2021-01-01,12,12019,0.0065199999999999,0,7773.774193548387,12019,2021-01,86094.0,6.9,3.8,-0.5513127550653393,0.35137034671758516,-0.42045612828869156,-0.7787508863238566
2021-01-01,12,12021,-0.2172,0,7773.774193548387,12021,2021-01,86173.0,6.8,4.0,-0.5232145042452767,0.3551868432655678,-0.44784076439410453,-0.6347221931326268
2021-01-01,12,12031,-0.0103,0,7773.774193548387,12031,2021-01,68447.0,10.7,4.5,0.41455918130427905,-0.5011576859691282,0.6201600437169953,-0.2746504601545527
2021-01-01,12,12033,-0.178,0,7773.774193548387,12033,2021-01,65715.0,10.6,5.9,0.7556299314241695,-0.6331408324132888,0.5927754076115825,0.733550392184055
2021-01-01,12,12035,-0.12452,0,7773.774193548387,12035,2021-01,72923.0,6.7,3.7,-0.22923422752499492,-0.2849217549720336,-0.4752254004995172,-0.8507652329194711
2021-01-01,12,12051,0.0015199999999999,0,7773.774193548387,12051,2021-01,53044.0,17.3,4.4,1.4164940709541247,-1.245277892659979,2.4275460266742415,-0.34666480675016725
2021-01-01,12,12053,-0.082398,0,7773.774193548387,12053,2021-01,63193.0,9.1,5.8,0.6683638627765012,-0.7549788614514193,0.18200586603039026,0.6615360455884398
2021-01-01,12,12055,0.07796,0,7773.774193548387,12055,2021-01,55581.0,11.4,5.9,1.1053955857934883,-1.1227152123785606,0.8118524964548853,0.733550392184055
2021-01-01,12,12057,-0.1234,0,7773.774193548387,12057,2021-01,75011.0,9.6,4.5,0.13505800167135362,-0.18405030190636476,0.31892904655745435,-0.2746504601545527
2021-01-01,12,12061,-0.0259884,0,7773.774193548387,12061,2021-01,71049.0,7.8,5.3,0.2369557538386188,-0.37545485030012904,-0.17399440333997632,0.3014643126103657
2021-01-01,12,12069,-0.1125999999999999,0,7773.774193548387,12069,2021-01,69956.0,6.4,5.1,0.10005733601023198,-0.42825777089437045,-0.5573793088157556,0.15743561941913595
2021-01-01,12,12071,-0.09744,0,7773.774193548387,12071,2021-01,73099.0,7.9,4.2,-0.02643896237573284,-0.2764191803841228,-0.14660976723456337,-0.49069349994139705
2021-01-01,12,12073,-0.3598,0,7773.774193548387,12073,2021-01,65074.0,9.8,5.6,0.6413044197167063,-0.6641075955431229,0.3736983187682803,0.51750735239721
2021-01-01,12,12081,-0.04762,0,7773.774193548387,12081,2021-01,75792.0,6.5,5.1,-0.050337862152498004,-0.14632012717251067,-0.529994672710343,0.15743561941913595
2021-01-01,12,12083,-0.0885,0,7773.774193548387,12083,2021-01,58535.0,10.2,5.2,0.7777002864863191,-0.9800072275337399,0.4832368631899312,0.22944996601475115
2021-01-01,12,12085,-0.1422,0,7773.774193548387,12085,2021-01,80701.0,7.1,4.5,-0.24796866954199334,0.0908340697141599,-0.3656868560778661,-0.2746504601545527
2021-01-01,12,12086,-0.0783399999999999,0,7773.774193548387,12086,2021-01,68694.0,11.4,4.4,0.4518355034410211,-0.4892250954963216,0.8118524964548853,-0.34666480675016725
2021-01-01,12,12087,-0.1916,0,7773.774193548387,12087,2021-01,82430.0,6.7,3.2,-0.58745283949621,0.17436220302380614,-0.4752254004995172,-1.2108369658975453
2021-01-01,12,12089,0.0081999999999999,0,7773.774193548387,12089,2021-01,88900.0,7.1,4.0,-0.5704400563277191,0.48692843929529905,-0.3656868560778661,-0.6347221931326268
2021-01-01,12,12091,-0.08008,0,7773.774193548387,12091,2021-01,79097.0,6.5,3.1,-0.5342437319672148,0.013344696765245743,-0.529994672710343,-1.2828513124931602
2021-01-01,12,12093,-0.0384,0,7773.774193548387,12093,2021-01,52288.0,14.1,6.0,1.4607937326380984,-1.2818003153216868,1.5512376713010312,0.8055647387796696
2021-01-01,12,12095,-0.06616,0,7773.774193548387,12095,2021-01,77011.0,9.8,5.5,0.29539093197728233,-0.08743013613465135,0.3736983187682803,0.44549300580159545
2021-01-01,12,12097,0.02022,0,7773.774193548387,12097,2021-01,68711.0,10.5,5.2,0.5268959267534865,-0.488403824087262,0.5653907715061698,0.22944996601475115
2021-01-01,12,12099,-0.1304,0,7773.774193548387,12099,2021-01,81115.0,7.5,5.4,-0.04576826355446254,0.11083444402890458,-0.2561483116562147,0.37347865920598095
2021-01-01,12,12101,-0.1182999999999999,0,7773.774193548387,12101,2021-01,67384.0,7.8,4.9,0.2584027879432803,-0.5525113040767938,-0.17399440333997632,0.013406926227906823
2021-01-01,12,12103,-0.1674,0,7773.774193548387,12103,2021-01,70293.0,7.0,4.6,0.047056902070306994,-0.4119772729618367,-0.3930714921832788,-0.20263611355893815
2021-01-01,12,12105,-0.02802,0,7773.774193548387,12105,2021-01,63644.0,11.1,4.4,0.5625479088154295,-0.733191014069898,0.7296985881386466,-0.34666480675016725
2021-01-01,12,12107,-0.2048,0,7773.774193548387,12107,2021-01,47256.0,17.8,7.1,2.1515171422457198,-1.5248966524033176,2.564469207201306,1.5977225513314324
2021-01-01,12,12109,-0.1432,0,7773.774193548387,12109,2021-01,106169.0,4.5,3.9,-1.298697019844145,1.3211952606511586,-1.0776873948185992,-0.7067365397282417
2021-01-01,12,12111,-0.1447999999999999,0,7773.774193548387,12111,2021-01,69027.0,7.8,5.8,0.39061168957635684,-0.4731378378953313,-0.17399440333997632,0.6615360455884398
2021-01-01,12,12113,0.15084,0,7773.774193548387,12113,2021-01,88968.0,6.3,4.5,-0.5467098060051128,0.4902135249315373,-0.5847639449211686,-0.2746504601545527
2021-01-01,12,12115,-0.1276,0,7773.774193548387,12115,2021-01,80633.0,5.4,3.7,-0.5582568857771106,0.08754898407792165,-0.8312256698698838,-0.8507652329194711
2021-01-01,12,12117,-0.065454,0,7773.774193548387,12117,2021-01,83030.0,6.3,4.1,-0.46314240275166135,0.20334825275532017,-0.5847639449211686,-0.5627078465370122
2021-01-01,12,12127,-0.09344,0,7773.774193548387,12127,2021-01,66581.0,8.1,4.0,0.13053944579123114,-0.5913043006341369,-0.09184049502373792,-0.6347221931326268
2021-01-01,12,12131,-0.3208,0,7773.774193548387,12131,2021-01,79281.0,8.2,5.2,0.028702065223734193,0.022233752016243377,-0.0644558589183252,0.22944996601475115
2021-01-01,13,13015,-0.2286,0,5799.193548387097,13015,2021-01,79431.0,7.4,4.6,-0.16627841582139197,0.029480264449121885,-0.28353294776162746,-0.20263611355893815
2021-01-01,13,13021,-0.17498,0,5799.193548387097,13021,2021-01,50747.0,18.9,7.5,2.2349346142760655,-1.356246153048792,2.8657002043608464,1.885779937713892
2021-01-01,13,13045,-0.029708,0,5799.193548387097,13045,2021-01,72327.0,12.4,6.1,0.7780991536439507,-0.3137145643720042,1.0856988575090134,0.8775790853752842
2021-01-01,13,13051,-0.1312,0,5799.193548387097,13051,2021-01,69575.0,9.8,5.7,0.5379725805455235,-0.4466639124738818,0.3736983187682803,0.5895216989928252
2021-01-01,13,13057,0.01104,0,5799.193548387097,13057,2021-01,105442.0,4.8,3.2,-1.3892792910987442,1.2860738303931407,-0.9955334865023608,-1.2108369658975453
2021-01-01,13,13059,-0.3388,0,5799.193548387097,13059,2021-01,52267.0,12.4,5.1,1.129541957910857,-1.2828148270622897,1.0856988575090134,0.15743561941913595
2021-01-01,13,13063,-0.1196,0,5799.193548387097,13063,2021-01,58507.0,13.3,6.7,1.3557772304622457,-0.9813599098545439,1.332160582457729,1.3096651649489734
2021-01-01,13,13067,-0.1601999999999999,0,5799.193548387097,13067,2021-01,98712.0,5.5,4.5,-0.8858168840576571,0.9609469725713251,-0.8038410337644711,-0.2746504601545527
2021-01-01,13,13073,-0.12674,0,5799.193548387097,13073,2021-01,96122.0,5.3,4.8,-0.7741974773061061,0.8358238578969562,-0.8586103059752968,-0.05860742036770838
2021-01-01,13,13077,0.039182,0,5799.193548387097,13077,2021-01,94142.0,5.5,2.8,-1.095464311129507,0.7401698937829599,-0.8038410337644711,-1.4988943522800047
2021-01-01,13,13089,-0.1881999999999999,0,5799.193548387097,13089,2021-01,77683.0,9.5,6.4,0.4268344625844532,-0.05496576043535564,0.29154441045204166,1.0936221251621292
2021-01-01,13,13097,-0.4439999999999999,0,5799.193548387097,13097,2021-01,80764.0,9.0,6.1,0.23809036434534098,0.09387760493596888,0.15462122992497754,0.8775790853752842
2021-01-01,13,13113,-0.04002,0,5799.193548387097,13113,2021-01,108986.0,3.7,3.7,-1.4878495114961352,1.4572847641406168,-1.296764483661902,-0.8507652329194711
2021-01-01,13,13115,-0.050092,0,5799.193548387097,13115,2021-01,62540.0,12.9,4.3,0.7368557738175463,-0.7865253455758838,1.2226220380360775,-0.4186791533457825
2021-01-01,13,13117,-0.01254,0,5799.193548387097,13117,2021-01,138000.0,3.0,3.4,-2.403535937492607,2.8589535089908633,-1.4884569363997915,-1.0668082727063157
2021-01-01,13,13121,-0.2224,0,5799.193548387097,13121,2021-01,91490.0,9.0,5.4,-0.19280125783158664,0.6120515539696679,0.15462122992497754,0.37347865920598095
2021-01-01,13,13127,0.01674,0,5799.193548387097,13127,2021-01,68546.0,11.7,4.6,0.5225409163862867,-0.49637498776342837,0.8940064047711235,-0.20263611355893815
2021-01-01,13,13135,-0.07902,0,5799.193548387097,13135,2021-01,84823.0,8.4,4.1,-0.3210270725212477,0.28996823136966127,-0.009686586707499268,-0.5627078465370122
2021-01-01,13,13139,-0.0538,0,5799.193548387097,13139,2021-01,77430.0,9.2,3.9,-0.08553020567592517,-0.06718821140547739,0.20939050213580299,-0.7067365397282417
2021-01-01,13,13151,0.03286,0,5799.193548387097,13151,2021-01,81612.0,7.6,5.6,-0.010892158113761288,0.13484455522317537,-0.22876367555080201,0.51750735239721
2021-01-01,13,13153,-0.2347999999999999,0,5799.193548387097,13153,2021-01,80743.0,8.0,5.0,-0.0688137199754066,0.09286309319536588,-0.11922513112915065,0.08542127282352138
2021-01-01,13,13187,-0.2266,0,5799.193548387097,13187,2021-01,72388.0,8.9,5.6,0.35950763999372964,-0.3107676493159669,0.1272365938195648,0.51750735239721
2021-01-01,13,13215,0.17186,0,5799.193548387097,13215,2021-01,56622.0,15.0,6.5,1.5226496833544405,-1.0724244160943839,1.7976993962497467,1.1656364717577437
2021-01-01,13,13217,0.1366,0,5799.193548387097,13217,2021-01,73732.0,9.5,6.6,0.5741721663733131,-0.2458388979173755,0.29154441045204166,1.2376508183533583
2021-01-01,13,13219,-0.3028,0,5799.193548387097,13219,2021-01,115925.0,4.1,3.0,-1.7788403005537146,1.7925084292855766,-1.1872259392402507,-1.354865659088775
2021-01-01,13,13223,-0.08077,0,5799.193548387097,13223,2021-01,94557.0,4.7,4.5,-0.8450686999900815,0.7602185781805905,-1.0229181226077737,-0.2746504601545527
2021-01-01,13,13237,-0.8784000000000001,0,5799.193548387097,13237,2021-01,64163.0,13.6,4.4,0.775884579129156,-0.7081180810521384,1.414314490773967,-0.34666480675016725
2021-01-01,13,13245,0.0019199999999999,0,5799.193548387097,13245,2021-01,53197.0,17.5,7.9,2.1192815104474443,-1.237886449978443,2.482315298885067,2.1738373240963513
2021-01-01,13,13247,-0.2484,0,5799.193548387097,13247,2021-01,72349.0,8.1,5.8,0.32712497619011754,-0.3126517425485153,-0.09184049502373792,0.6615360455884398
2021-01-01,13,13257,-0.2448,0,5799.193548387097,13257,2021-01,52264.0,7.5,5.2,0.7033622899459909,-1.2829597573109472,-0.2561483116562147,0.22944996601475115
2021-01-01,13,13275,-0.0702,0,5799.193548387097,13275,2021-01,60140.0,13.8,6.5,1.317293886695013,-0.9024695445019398,1.469083762984793,1.1656364717577437
2021-01-01,13,13297,0.1758,0,5799.193548387097,13297,2021-01,82381.0,8.3,5.4,-0.0075609938293173026,0.17199500896239917,-0.03707122281291199,0.37347865920598095
